id,PAR_TC,PAR_SC,PAR_SC_V,PAR_ASE1,PAR_ASE2,PAR_ASE3,PAR_ASE4,PAR_ASE5,PAR_ASE6,PAR_ASE7,PAR_ASE8,PAR_ASE9,PAR_ASE10,PAR_ASE11,PAR_ASE12,PAR_ASE13,PAR_ASE14,PAR_ASE15,PAR_ASE16,PAR_ASE17,PAR_ASE18,PAR_ASE19,PAR_ASE20,PAR_ASE21,PAR_ASE22,PAR_ASE23,PAR_ASE24,PAR_ASE25,PAR_ASE26,PAR_ASE27,PAR_ASE28,PAR_ASE29,PAR_ASE30,PAR_ASE31,PAR_ASE32,PAR_ASE33,PAR_ASE34,PAR_ASE_M,PAR_ASEV1,PAR_ASEV2,PAR_ASEV3,PAR_ASEV4,PAR_ASEV5,PAR_ASEV6,PAR_ASEV7,PAR_ASEV8,PAR_ASEV9,PAR_ASEV10,PAR_ASEV11,PAR_ASEV12,PAR_ASEV13,PAR_ASEV14,PAR_ASEV15,PAR_ASEV16,PAR_ASEV17,PAR_ASEV18,PAR_ASEV19,PAR_ASEV20,PAR_ASEV21,PAR_ASEV22,PAR_ASEV23,PAR_ASEV24,PAR_ASEV25,PAR_ASEV26,PAR_ASEV27,PAR_ASEV28,PAR_ASEV29,PAR_ASEV30,PAR_ASEV31,PAR_ASEV32,PAR_ASEV33,PAR_ASEV34,PAR_ASE_MV,PAR_ASC,PAR_ASC_V,PAR_ASS,PAR_ASS_V,PAR_SFM1,PAR_SFM2,PAR_SFM3,PAR_SFM4,PAR_SFM5,PAR_SFM6,PAR_SFM7,PAR_SFM8,PAR_SFM9,PAR_SFM10,PAR_SFM11,PAR_SFM12,PAR_SFM13,PAR_SFM14,PAR_SFM15,PAR_SFM16,PAR_SFM17,PAR_SFM18,PAR_SFM19,PAR_SFM20,PAR_SFM21,PAR_SFM22,PAR_SFM23,PAR_SFM24,PAR_SFM_M,PAR_SFMV1,PAR_SFMV2,PAR_SFMV3,PAR_SFMV4,PAR_SFMV5,PAR_SFMV6,PAR_SFMV7,PAR_SFMV8,PAR_SFMV9,PAR_SFMV10,PAR_SFMV11,PAR_SFMV12,PAR_SFMV13,PAR_SFMV14,PAR_SFMV15,PAR_SFMV16,PAR_SFMV17,PAR_SFMV18,PAR_SFMV19,PAR_SFMV20,PAR_SFMV21,PAR_SFMV22,PAR_SFMV23,PAR_SFMV24,PAR_SFM_MV,PAR_MFCC1,PAR_MFCC2,PAR_MFCC3,PAR_MFCC4,PAR_MFCC5,PAR_MFCC6,PAR_MFCC7,PAR_MFCC8,PAR_MFCC9,PAR_MFCC10,PAR_MFCC11,PAR_MFCC12,PAR_MFCC13,PAR_MFCC14,PAR_MFCC15,PAR_MFCC16,PAR_MFCC17,PAR_MFCC18,PAR_MFCC19,PAR_MFCC20,PAR_MFCCV1,PAR_MFCCV2,PAR_MFCCV3,PAR_MFCCV4,PAR_MFCCV5,PAR_MFCCV6,PAR_MFCCV7,PAR_MFCCV8,PAR_MFCCV9,PAR_MFCCV10,PAR_MFCCV11,PAR_MFCCV12,PAR_MFCCV13,PAR_MFCCV14,PAR_MFCCV15,PAR_MFCCV16,PAR_MFCCV17,PAR_MFCCV18,PAR_MFCCV19,PAR_MFCCV20,PAR_THR_1RMS_TOT,PAR_THR_2RMS_TOT,PAR_THR_3RMS_TOT,PAR_THR_1RMS_10FR_MEAN,PAR_THR_1RMS_10FR_VAR,PAR_THR_2RMS_10FR_MEAN,PAR_THR_2RMS_10FR_VAR,PAR_THR_3RMS_10FR_MEAN,PAR_THR_3RMS_10FR_VAR,PAR_PEAK_RMS_TOT,PAR_PEAK_RMS10FR_MEAN,PAR_PEAK_RMS10FR_VAR,PAR_ZCD,PAR_1RMS_TCD,PAR_2RMS_TCD,PAR_3RMS_TCD,PAR_ZCD_10FR_MEAN,PAR_ZCD_10FR_VAR,PAR_1RMS_TCD_10FR_MEAN,PAR_1RMS_TCD_10FR_VAR,PAR_2RMS_TCD_10FR_MEAN,PAR_2RMS_TCD_10FR_VAR,PAR_3RMS_TCD_10FR_MEAN,PAR_3RMS_TCD_10FR_VAR
329,2.59,463.24,69165,-0.11996,-0.11182,-0.11491,-0.11231,-0.1121,-0.11186,-0.11462,-0.11787,-0.11709,-0.11507,-0.12306,-0.13598,-0.14034,-0.12826,-0.14079,-0.13854,-0.15303,-0.14973,-0.15308,-0.15501,-0.16037,-0.16351,-0.17272,-0.17959,-0.18029,-0.18841,-0.19203,-0.19901,-0.20299,-0.21266,-0.22008,-0.23449,-0.31862,-0.31584,-0.16194,0.00063636,0.00066087,0.00073856,0.00072201,0.00069378,0.00065654,0.00056319,0.00026758,0.00021949,0.00027796,0.00023945,0.00045918,0.00046238,0.00044774,0.00050848,0.00051618,0.00048659,0.00072466,0.00037839,0.00039593,0.00040214,0.00048773,0.00024305,0.00037838,0.00026953,0.00025685,0.00030804,0.00029898,0.00034112,0.00043893,0.00048428,0.00074799,0.0006469,0.00066593,0.00047133,-2.236,0.76759,1.41,0.087404,0.18728,0.0051438,0.083675,0.079547,0.054405,0.045596,0.03386,0.032404,0.062307,0.055869,0.042553,0.036146,0.077721,0.059208,0.055436,0.045158,0.10612,0.090473,0.071564,0.056751,0.1065,0.089179,0.022287,0.082351,0.065897,0.0019144,0.00000307,0.001436,0.0015009,0.00078241,0.00059479,0.00040913,0.00026188,0.00073601,0.00043062,0.0003304,0.00021004,0.00082927,0.00064157,0.00035028,0.00025769,0.00054197,0.00057511,0.00022779,0.00018812,0.00085055,0.00074906,0.0006795,0.00000786,0.00060451,0.60235,-0.0060452,0.15435,0.13612,0.044782,-0.1171,0.020129,-0.00099281,-0.024929,0.036092,0.068247,-0.024757,0.047681,-0.0077531,0.039715,0.025309,-0.030441,-0.0082315,-0.083452,-0.068919,0.60235,-0.0060452,0.15435,0.13612,0.044782,-0.1171,0.020129,-0.00099281,-0.024929,0.036092,0.068247,-0.024757,0.047681,-0.0077531,0.039715,0.025309,-0.030441,-0.0082315,-0.083452,-0.068919,0.14238,0.028086,0.0039456,0.14385,0.00019542,0.028082,0.0000331,0.0030803,0.00000289,4.9448,4.9534,0.32013,0.036612,0.038277,0.0099773,0.0018231,0.035946,0.00014468,0.038231,0.00014522,0.010052,0.0000158,0.0018939,0.0000013
330,2.4805,1144.9,249790,-0.186,-0.18518,-0.16135,-0.13856,-0.12419,-0.11542,-0.11438,-0.11642,-0.1209,-0.11834,-0.1167,-0.13239,-0.13481,-0.11882,-0.12255,-0.12408,-0.1197,-0.12585,-0.13267,-0.14936,-0.16064,-0.13982,-0.12466,-0.10604,-0.12496,-0.14868,-0.18053,-0.1773,-0.2008,-0.2369,-0.27802,-0.29761,-0.30473,-0.30258,-0.16003,0.00021343,0.00043232,0.00092647,0.0010852,0.0011331,0.001143,0.0012015,0.0011221,0.00071499,0.00034,0.00029338,0.00046017,0.00059097,0.00037848,0.00042513,0.00034766,0.00050177,0.00034186,0.00046461,0.00028075,0.00023884,0.00020952,0.00023246,0.0002564,0.00028717,0.00033866,0.00025963,0.00035942,0.00031648,0.00031636,0.00081204,0.00056943,0.00039682,0.00037602,0.00051077,-0.80446,0.78113,1.5072,0.15718,0.18156,0.0049252,0.10676,0.093075,0.060413,0.052014,0.037322,0.030827,0.061052,0.055063,0.037419,0.036022,0.078871,0.050039,0.045901,0.037195,0.042486,0.068866,0.067782,0.029623,0.068341,0.068578,0.091911,0.081736,0.061991,0.002307,0.00000473,0.0010884,0.0014789,0.00077592,0.00065172,0.00042659,0.00021993,0.00053964,0.00049457,0.00035621,0.00017442,0.0007739,0.00054445,0.00036805,0.00024535,0.00092985,0.00072879,0.0002219,0.00018337,0.00092771,0.0017124,0.0004354,0.0000615,0.00065211,-0.20092,-0.23226,0.64227,-1.176,0.24383,0.42256,-0.40181,0.18847,-0.078169,0.21179,-0.069681,0.0039517,-0.003134,0.061199,0.073071,-0.15129,0.10601,-0.17154,-0.050478,-0.039838,-0.20092,-0.23226,0.64227,-1.176,0.24383,0.42256,-0.40181,0.18847,-0.078169,0.21179,-0.069681,0.0039517,-0.003134,0.061199,0.073071,-0.15129,0.10601,-0.17154,-0.050478,-0.039838,0.16012,0.021333,0.00045351,0.15947,0.00013465,0.021562,0.0000439,0.00051701,0.000000296,4.153,4.1516,0.065506,0.069415,0.087506,0.021669,0.0011973,0.069937,0.00010754,0.088152,0.0002626,0.022705,0.0000575,0.0012082,0.00000106
331,2.5386,588.17,22334,-0.1813,-0.18018,-0.17222,-0.16503,-0.15776,-0.14223,-0.12965,-0.12008,-0.11239,-0.10913,-0.11482,-0.11301,-0.10983,-0.10821,-0.11705,-0.11219,-0.12255,-0.11055,-0.12205,-0.13675,-0.15642,-0.16922,-0.17336,-0.1814,-0.18126,-0.18314,-0.1979,-0.20851,-0.21901,-0.23255,-0.23011,-0.25028,-0.2734,-0.27065,-0.16365,0.00021988,0.0003713,0.00033569,0.00026299,0.00022514,0.00016587,0.00022875,0.00021672,0.00043024,0.00055928,0.00024389,0.00018798,0.00029376,0.00026793,0.00023362,0.00031209,0.00029147,0.00039671,0.00027807,0.00028379,0.00018658,0.00035801,0.00024382,0.00023865,0.00020602,0.0002816,0.00021666,0.00022306,0.00018638,0.00014655,0.00023231,0.00044785,0.00027443,0.00026665,0.00027393,-1.0648,0.14612,0.83913,0.026627,0.15698,0.0049743,0.099189,0.097235,0.049252,0.036776,0.03179,0.023811,0.033817,0.0256,0.023049,0.021969,0.067431,0.042821,0.032507,0.027425,0.07858,0.062851,0.055544,0.051166,0.10631,0.08659,0.052564,0.082733,0.05629,0.0035191,0.00000376,0.0011316,0.0013256,0.00074989,0.00040619,0.00032165,0.00015117,0.00053248,0.00036383,0.00018162,0.0001591,0.0010657,0.00054091,0.00041585,0.00033898,0.0010824,0.00091371,0.00064512,0.00047916,0.0010314,0.00070626,0.00096414,0.000000608,0.00070959,2.5973,-0.42718,-0.55787,-0.33519,0.44629,-0.10929,-0.040531,-0.22518,-0.034321,0.022283,-0.027723,0.050369,-0.067601,-0.042896,-0.011811,0.02136,-0.075068,-0.042868,-0.11214,-0.1235,2.5973,-0.42718,-0.55787,-0.33519,0.44629,-0.10929,-0.040531,-0.22518,-0.034321,0.022283,-0.027723,0.050369,-0.067601,-0.042896,-0.011811,0.02136,-0.075068,-0.042868,-0.11214,-0.1235,0.10599,0.023288,0.0071247,0.12864,0.00063676,0.024571,0.0000103,0.0045769,0.00000837,8.607,10.331,11.661,0.030853,0.02673,0.007737,0.0026032,0.031107,0.0000248,0.02701,0.00012296,0.0075429,0.0000469,0.0025034,0.0000116
332,2.5284,1183.9,195150,-0.14913,-0.13839,-0.13661,-0.13525,-0.13743,-0.14103,-0.14263,-0.14622,-0.14779,-0.14832,-0.15894,-0.16714,-0.16375,-0.14109,-0.16387,-0.16148,-0.16572,-0.16315,-0.16344,-0.16098,-0.15719,-0.14191,-0.14671,-0.16245,-0.16204,-0.17818,-0.18495,-0.19351,-0.2048,-0.21218,-0.21293,-0.21764,-0.23521,-0.25544,-0.16757,0.00069949,0.00074315,0.00075979,0.00064137,0.00052855,0.00044146,0.00047493,0.00072312,0.00053234,0.00049224,0.00047703,0.00045208,0.00044613,0.00061418,0.00084721,0.00068175,0.00083743,0.00057424,0.00060444,0.00041986,0.00036606,0.00027204,0.00027456,0.00022999,0.00017306,0.00018384,0.00017963,0.00019081,0.00017049,0.00017065,0.00019345,0.0002552,0.00023526,0.00024485,0.00044502,-1.0339,1.1189,1.7834,0.15985,0.18157,0.0053579,0.1037,0.085828,0.055743,0.05376,0.041967,0.035225,0.064213,0.055429,0.047712,0.037304,0.087644,0.065997,0.065461,0.052108,0.10925,0.097732,0.077053,0.062404,0.12478,0.1116,0.084661,0.060157,0.073611,0.0020655,0.00000388,0.0012821,0.0018611,0.00076298,0.00063885,0.00040958,0.00024473,0.00071146,0.0004956,0.00034585,0.00021197,0.00064949,0.00037689,0.00017876,0.00013961,0.00031908,0.0002364,0.00010472,0.0000624,0.0000904,0.0000456,0.0000473,0.0000631,0.00047281,-0.80528,-0.38211,0.45951,-0.1412,-0.21843,-0.077831,0.020218,-0.12181,-0.032625,0.14193,-0.038599,-0.066175,0.11806,0.010809,0.058676,0.0026296,-0.054056,0.0066453,-0.060284,-0.046504,-0.80528,-0.38211,0.45951,-0.1412,-0.21843,-0.077831,0.020218,-0.12181,-0.032625,0.14193,-0.038599,-0.066175,0.11806,0.010809,0.058676,0.0026296,-0.054056,0.0066453,-0.060284,-0.046504,0.14859,0.027787,0.0039229,0.14878,0.0000869,0.027336,0.00000528,0.003951,0.00000152,5.1295,5.0582,0.030138,0.078458,0.088168,0.022531,0.0039093,0.081186,0.0000815,0.094101,0.00016346,0.024468,0.0000149,0.0042667,0.00000253
333,2.5185,509.27,83511,-0.11843,-0.141,-0.14901,-0.15013,-0.14712,-0.13857,-0.1267,-0.10794,-0.10303,-0.11585,-0.13111,-0.1291,-0.12241,-0.12064,-0.13499,-0.1323,-0.14036,-0.1478,-0.15391,-0.15795,-0.1598,-0.14829,-0.15193,-0.17309,-0.15665,-0.17232,-0.17211,-0.18689,-0.20369,-0.22979,-0.25203,-0.28099,-0.28347,-0.28881,-0.16259,0.00057953,0.00056291,0.00049284,0.00067665,0.00072485,0.00084942,0.0011513,0.00068667,0.00032581,0.00055666,0.00070358,0.00054133,0.00062608,0.00063786,0.00089476,0.00085931,0.00067969,0.00068904,0.00059398,0.00056466,0.00046649,0.00025632,0.00025641,0.00048787,0.00068046,0.00024587,0.00033765,0.00057885,0.00038597,0.00020736,0.00039037,0.00063402,0.00082661,0.00046377,0.00057691,-1.8387,0.89204,1.2041,0.13585,0.10934,0.0047934,0.066616,0.081798,0.036412,0.048689,0.039593,0.032595,0.059971,0.056091,0.042795,0.0374,0.079095,0.046935,0.04456,0.034902,0.096219,0.08063,0.060929,0.037378,0.079951,0.062583,0.081767,0.073304,0.058098,0.0050935,0.00000375,0.0018985,0.0012923,0.00071175,0.00065311,0.00044256,0.00025112,0.00081644,0.00050871,0.00033348,0.0002315,0.00089022,0.00056673,0.00042594,0.00029968,0.00069703,0.00079282,0.00036838,0.00037938,0.001076,0.0011594,0.00067005,0.00036774,0.00083042,0.50426,0.3443,0.49857,-0.044769,-0.037025,-0.068652,0.19582,-0.22159,0.0088983,0.094735,-0.12023,-0.037871,0.18739,-0.11974,0.058504,0.080479,-0.1148,0.0020986,-0.14638,0.001661,0.50426,0.3443,0.49857,-0.044769,-0.037025,-0.068652,0.19582,-0.22159,0.0088983,0.094735,-0.12023,-0.037871,0.18739,-0.11974,0.058504,0.080479,-0.1148,0.0020986,-0.14638,0.001661,0.13156,0.027147,0.0048435,0.14599,0.00035151,0.023586,0.0000327,0.0038639,0.00000702,5.83,6.817,6.2918,0.032658,0.038213,0.013814,0.0035646,0.030073,0.00014176,0.032746,0.000384,0.010939,0.0000989,0.0030041,0.0000115
334,3.195,668.23,32989,-0.14467,-0.1592,-0.14861,-0.13975,-0.13396,-0.13348,-0.13929,-0.13441,-0.13702,-0.14313,-0.13604,-0.11633,-0.12142,-0.12778,-0.13811,-0.12938,-0.13522,-0.12048,-0.1424,-0.132,-0.14797,-0.15005,-0.17031,-0.16006,-0.17115,-0.18292,-0.19372,-0.20335,-0.21313,-0.22126,-0.23316,-0.25174,-0.29008,-0.28733,-0.16438,0.00027285,0.00053266,0.00060096,0.00062157,0.00064268,0.00058356,0.0005103,0.00039927,0.00042769,0.00031258,0.00020003,0.00023284,0.00017851,0.00031099,0.00031064,0.0002235,0.00030148,0.00029966,0.00025492,0.00023572,0.00018855,0.00016268,0.00016719,0.00019547,0.00017613,0.00019825,0.00025854,0.00019244,0.0000826,0.00010612,0.00011873,0.00028327,0.00057296,0.00056756,0.00031538,-1.181,0.31386,1.2854,0.071282,0.16643,0.0040542,0.087132,0.08152,0.061565,0.042027,0.031511,0.021155,0.039606,0.036301,0.021166,0.023545,0.055148,0.045165,0.034198,0.033411,0.072134,0.056404,0.0379,0.035757,0.080861,0.069482,0.042483,0.082703,0.052569,0.0028005,0.00000466,0.0011228,0.0013534,0.00073611,0.00043544,0.0003475,0.00015984,0.00042266,0.0004142,0.00024489,0.00011126,0.00056426,0.00040845,0.00027278,0.00030012,0.00079555,0.00061935,0.00044704,0.00029616,0.0009094,0.00089989,0.00088595,0.000000764,0.00060637,1.3939,-0.91263,0.021237,-0.20163,0.18286,-0.12831,0.056049,0.041897,-0.14961,-0.2233,-0.022293,-0.10221,0.095298,-0.011216,-0.1541,-0.02101,0.09073,-0.15743,-0.080024,-0.080812,1.3939,-0.91263,0.021237,-0.20163,0.18286,-0.12831,0.056049,0.041897,-0.14961,-0.2233,-0.022293,-0.10221,0.095298,-0.011216,-0.1541,-0.02101,0.09073,-0.15743,-0.080024,-0.080812,0.11303,0.029533,0.0085669,0.13827,0.00045049,0.022574,0.0000386,0.0024054,0.00000507,11.448,19.012,140.16,0.039184,0.033111,0.010562,0.0035283,0.037807,0.0000394,0.031113,0.00067392,0.009415,0.00012149,0.0025469,0.0000192
335,2.752,1425.4,245900,-0.14815,-0.14048,-0.12943,-0.12214,-0.12495,-0.13194,-0.13231,-0.12135,-0.12166,-0.13321,-0.15781,-0.14109,-0.14005,-0.15512,-0.15573,-0.14376,-0.1504,-0.15571,-0.15171,-0.15139,-0.14737,-0.14182,-0.14381,-0.14039,-0.14008,-0.13746,-0.14644,-0.1655,-0.18486,-0.1989,-0.21898,-0.26811,-0.3211,-0.33986,-0.16185,0.0015105,0.0019421,0.00088763,0.00041517,0.00028666,0.00071929,0.00066469,0.00046395,0.00037322,0.00044302,0.00053227,0.00064474,0.00050849,0.00027342,0.00041612,0.00060073,0.00061807,0.00035028,0.00039361,0.00043669,0.00039248,0.00044655,0.00031514,0.00022739,0.00018802,0.00027058,0.00022688,0.00030876,0.00026913,0.00031713,0.0006846,0.0025964,0.0015234,0.00069656,0.00061599,-0.95736,0.52944,2.1044,0.182,0.13336,0.0048769,0.090388,0.090476,0.062611,0.057438,0.037266,0.026776,0.048853,0.042249,0.036953,0.03089,0.074692,0.063632,0.057714,0.045986,0.098961,0.087859,0.054764,0.0478,0.085513,0.041393,0.038108,0.062692,0.059219,0.0040821,0.0000034,0.0010819,0.0014805,0.00083703,0.00059116,0.00035105,0.00023927,0.00068118,0.00041843,0.00031597,0.00024049,0.0011095,0.00047983,0.0004169,0.00027571,0.0006799,0.00056288,0.00027951,0.00019281,0.00078647,0.00096111,0.0016466,0.0011109,0.00078436,-1.356,0.10616,0.26723,-0.14482,0.15695,-0.075586,0.24691,-0.014073,0.13768,-0.081874,0.05656,-0.06,0.032093,0.010633,0.043171,-0.027982,0.028559,-0.083551,-0.048121,-0.05504,-1.356,0.10616,0.26723,-0.14482,0.15695,-0.075586,0.24691,-0.014073,0.13768,-0.081874,0.05656,-0.06,0.032093,0.010633,0.043171,-0.027982,0.028559,-0.083551,-0.048121,-0.05504,0.1371,0.029401,0.0052154,0.1545,0.00011003,0.025872,0.0000147,0.0014966,0.000000689,4.2189,4.6327,1.9404,0.092122,0.10024,0.027429,0.0065397,0.095624,0.0001029,0.10628,0.0015256,0.031048,0.00099788,0.0077388,0.000086
336,2.615,1032.8,319970,-0.15617,-0.15164,-0.1474,-0.14424,-0.1445,-0.14864,-0.14732,-0.1367,-0.127,-0.12229,-0.14045,-0.16124,-0.14368,-0.12472,-0.14754,-0.14814,-0.15326,-0.14806,-0.14112,-0.14503,-0.14875,-0.14005,-0.13986,-0.15349,-0.15655,-0.16835,-0.19129,-0.18756,-0.19057,-0.19838,-0.2099,-0.24337,-0.28325,-0.30843,-0.16467,0.00037423,0.00051458,0.00048654,0.00046723,0.0004683,0.00046962,0.00041998,0.00047263,0.00071462,0.0004472,0.00041496,0.00046948,0.0010935,0.00064599,0.00061352,0.00085105,0.00064365,0.00072801,0.00066398,0.00057481,0.00064178,0.00047047,0.00058899,0.00056887,0.0004794,0.00045474,0.00029818,0.00020442,0.00026486,0.00037099,0.00033387,0.0013942,0.0018986,0.00037774,0.00058473,-0.91474,1.0047,1.3615,0.16672,0.13562,0.0040996,0.081768,0.07655,0.040335,0.035538,0.030726,0.028107,0.055916,0.044196,0.038525,0.034278,0.076781,0.046577,0.04612,0.039015,0.074821,0.081736,0.07339,0.053206,0.093824,0.0531,0.031504,0.055782,0.05548,0.0038971,0.00000509,0.0018861,0.0016363,0.00082503,0.00062499,0.00041382,0.00029757,0.00090421,0.00053241,0.00038519,0.00026539,0.0010475,0.000621,0.00051633,0.00031467,0.0013575,0.00087756,0.00026772,0.00022214,0.0010055,0.0010796,0.00087043,0.001201,0.00087725,-0.015983,-0.53447,0.55598,-0.059746,-0.0039092,0.004499,-0.17549,-0.14051,-0.12292,0.2247,-0.18438,0.063794,0.046687,0.0018661,0.023788,0.016014,-0.039619,-0.1023,-0.03251,-0.088263,-0.015983,-0.53447,0.55598,-0.059746,-0.0039092,0.004499,-0.17549,-0.14051,-0.12292,0.2247,-0.18438,0.063794,0.046687,0.0018661,0.023788,0.016014,-0.039619,-0.1023,-0.03251,-0.088263,0.12362,0.02254,0.0031247,0.12175,0.00038993,0.022438,0.0000527,0.0039673,0.0000116,6.4127,7.882,16.386,0.061878,0.056567,0.019338,0.0057143,0.061725,0.00013859,0.054688,0.00060282,0.018667,0.0000937,0.0054857,0.0000122
337,2.282,920.31,177160,-0.15384,-0.15065,-0.14243,-0.1322,-0.12693,-0.12398,-0.12484,-0.12453,-0.12604,-0.12382,-0.12747,-0.12379,-0.12268,-0.13351,-0.14214,-0.13581,-0.14436,-0.14766,-0.14519,-0.13387,-0.13503,-0.14051,-0.14201,-0.1523,-0.15854,-0.17007,-0.18408,-0.18567,-0.19425,-0.21252,-0.23284,-0.25459,-0.33046,-0.32814,-0.16196,0.00038153,0.00059377,0.00041477,0.00040807,0.00046143,0.00043993,0.00044663,0.00041955,0.00050954,0.0003955,0.00030525,0.00033992,0.00034932,0.00048294,0.00032622,0.00035551,0.00026154,0.00023115,0.00027486,0.00027235,0.00039219,0.00023794,0.00018043,0.00016736,0.00012606,0.00010553,0.00011578,0.00023576,0.00030984,0.00074409,0.0016265,0.0019886,0.0004347,0.00046708,0.00043534,-1.084,0.41851,1.5291,0.066984,0.15937,0.0059639,0.10506,0.1003,0.067446,0.062335,0.051056,0.041428,0.072164,0.055444,0.045309,0.039546,0.09608,0.067945,0.056748,0.05421,0.098729,0.085887,0.070484,0.045522,0.091461,0.077458,0.035151,0.081122,0.069426,0.0030291,0.00000239,0.0010975,0.0010341,0.00090084,0.0005473,0.00026663,0.00017049,0.00049281,0.00043748,0.0002603,0.00015734,0.00050823,0.00029987,0.0002707,0.00014574,0.00039244,0.00042919,0.00027324,0.00044056,0.0013471,0.0012931,0.0015061,0.000047,0.00063957,-0.10902,-0.52707,0.52537,0.078903,-0.011085,-0.12314,-0.042668,0.054039,-0.0096554,-0.058935,-0.13616,0.012042,-0.037776,0.036392,0.038619,-0.076618,-0.058079,-0.033551,-0.10355,-0.050465,-0.10902,-0.52707,0.52537,0.078903,-0.011085,-0.12314,-0.042668,0.054039,-0.0096554,-0.058935,-0.13616,0.012042,-0.037776,0.036392,0.038619,-0.076618,-0.058079,-0.033551,-0.10355,-0.050465,0.14925,0.02459,0.0027528,0.15045,0.00017261,0.023586,0.0000138,0.0027102,0.0000095,5.2827,5.6989,2.2651,0.061229,0.068771,0.01805,0.0024853,0.062052,0.00015503,0.067341,0.00061871,0.017263,0.00010492,0.0025687,0.00000507
338,2.5401,240.14,9120.6,-0.15276,-0.1547,-0.14689,-0.13113,-0.10794,-0.088694,-0.077414,-0.072425,-0.08833,-0.10339,-0.10678,-0.11516,-0.13344,-0.11882,-0.12061,-0.13659,-0.14659,-0.13034,-0.15401,-0.15311,-0.1611,-0.18509,-0.19324,-0.19622,-0.20601,-0.21147,-0.21691,-0.2228,-0.2288,-0.23629,-0.24258,-0.24896,-0.25597,-0.25324,-0.1617,0.00023004,0.00042142,0.00035594,0.00036446,0.00033703,0.0004243,0.00033212,0.00015225,0.00034922,0.00030796,0.00066912,0.00030369,0.0001927,0.00032018,0.00033219,0.00037863,0.00078736,0.0004477,0.00029337,0.00031329,0.00062443,0.00023502,0.00020504,0.00024572,0.00016914,0.00021054,0.00017368,0.00014806,0.0001362,0.00016507,0.00023683,0.00023945,0.00032104,0.00031429,0.00031581,-2.3305,0.13248,0.61854,0.046004,0.11747,0.0038335,0.084134,0.077815,0.046069,0.029249,0.02332,0.017239,0.032434,0.048831,0.028738,0.026331,0.083909,0.075203,0.066692,0.058056,0.11908,0.10802,0.086964,0.072749,0.12851,0.11388,0.090961,0.082893,0.0676,0.0047865,0.00000452,0.0015575,0.0014321,0.00081126,0.00035395,0.00024648,0.00016614,0.00056285,0.00040184,0.00030866,0.00033262,0.0010446,0.00071638,0.00052951,0.00032717,0.00077665,0.00040082,0.00027437,0.00010591,0.00037707,0.00035255,0.00034249,2.76E-08,0.0006755,3.3803,-0.010463,0.11353,0.37932,0.39375,0.040909,0.077924,0.23719,0.0015679,-0.18786,0.18053,0.17517,0.059912,0.0022225,0.0072165,-0.074129,-0.023495,-0.077111,-0.086469,-0.063814,3.3803,-0.010463,0.11353,0.37932,0.39375,0.040909,0.077924,0.23719,0.0015679,-0.18786,0.18053,0.17517,0.059912,0.0022225,0.0072165,-0.074129,-0.023495,-0.077111,-0.086469,-0.063814,0.14043,0.028005,0.0055964,0.15518,0.00055893,0.028201,0.0000456,0.0014422,0.00000233,5.0086,5.6623,2.9545,0.012576,0.0142,0.0030249,0.00052154,0.012833,0.0000223,0.014585,0.0000369,0.0029823,0.00000564,0.00041361,0.000000637
